RECNO	POINTNO	LON_EX	LAT_EX	ALT_EX	TMIN1	TMIN2	TMIN3	TMIN4	TMIN5	TMIN6	TMIN7	TMIN8	TMIN9	TMIN10	TMIN11	TMIN12	TMAX1	TMAX2	TMAX3	TMAX4	TMAX5	TMAX6	TMAX7	TMAX8	TMAX9	TMAX10	TMAX11	TMAX12	PREC1	PREC2	PREC3	PREC4	PREC5	PREC6	PREC7	PREC8	PREC9	PREC10	PREC11	PREC12	PRE	BIO1	BIO2	BIO3	BIO4	BIO5	BIO6	BIO7	BIO8	BIO9	BIO10	BIO11	BIO12	BIO13	BIO14	BIO15	BIO16	BIO17	BIO18	BIO19	ID
140	140	46.5059	43.4849	13.0000	-4.8000	-4.1000	0.1000	6.3000	12.5000	17.1000	20.0000	19.1000	14.1000	7.9000	2.7000	-1.6000	1.5000	2.8000	7.9000	16.7000	23.2000	27.7000	30.3000	29.6000	24.2000	16.8000	9.5000	4.1000	19	22	21	31	45	54	37	30	35	33	29	22	378	11.8167	8.7500	24.9288	990.7007	30.3000	-4.8000	35.1000	21.8000	0.5667	23.9667	-0.3500	378.0000	54.0000	19.0000	33.0053	136.0000	62.0000	121.0000	63.0000	0
141	141	45.7915	43.7528	65.0000	-6.2000	-5.5000	-0.8000	5.4000	11.6000	16.0000	18.7000	17.7000	12.7000	6.4000	1.4000	-2.9000	0.4000	2.1000	7.7000	17.2000	23.6000	28.0000	30.4000	29.8000	24.2000	16.4000	8.7000	3.0000	20	20	22	32	51	63	48	39	33	27	26	23	404	11.0833	9.7500	26.6393	1014.9795	30.4000	-6.2000	36.6000	21.3833	-0.3833	23.4333	-1.5167	404.0000	63.0000	20.0000	41.2809	162.0000	62.0000	150.0000	63.0000	0
142	142	46.2380	44.1547	-14.0000	-6.0000	-5.5000	-0.8000	5.7000	12.1000	16.7000	19.5000	18.4000	13.2000	6.7000	1.7000	-2.6000	0.5000	1.7000	7.4000	16.9000	23.6000	28.2000	30.7000	29.9000	24.2000	16.3000	8.7000	3.1000	17	18	19	28	40	49	34	29	29	26	25	21	335	11.2625	9.3417	25.4541	1032.4400	30.7000	-6.0000	36.7000	21.8000	-0.4500	23.9000	-1.4667	335.0000	49.0000	17.0000	33.9297	123.0000	54.0000	112.0000	56.0000	0
143	143	33.7803	28.8392	1110.0000	2.7000	3.4000	6.2000	9.2000	12.6000	15.6000	17.3000	17.1000	15.3000	12.0000	8.0000	4.3000	12.9000	14.9000	17.6000	21.5000	25.6000	28.2000	29.0000	29.2000	27.1000	24.0000	19.0000	14.7000	4	4	4	3	0	0	0	0	0	2	4	5	26	16.1417	11.6667	44.0252	569.9754	29.2000	2.7000	26.5000	10.2667	21.3833	22.7333	8.8167	26.0000	5.0000	0.0000	94.0397	13.0000	0.0000	0.0000	13.0000	0
144	144	32.0835	28.7499	536.0000	4.4000	5.0000	7.6000	11.2000	15.1000	17.8000	19.1000	19.2000	17.4000	14.7000	10.7000	6.5000	17.2000	18.9000	22.0000	26.7000	30.8000	32.7000	33.3000	33.2000	30.5000	28.0000	23.6000	18.9000	2	3	2	1	0	0	0	0	0	0	1	3	12	19.3542	13.9250	48.1834	575.6911	33.3000	4.4000	28.9000	11.8167	24.8000	25.8833	11.8167	12.0000	3.0000	0.0000	120.6045	8.0000	0.0000	0.0000	8.0000	0
145	145	57.9367	55.5854	299.0000	-21.1000	-20.8000	-13.4000	-2.2000	4.3000	9.4000	11.9000	9.3000	4.5000	-2.0000	-10.4000	-17.1000	-12.1000	-9.9000	-2.1000	8.8000	18.0000	22.6000	24.4000	21.7000	15.5000	5.4000	-3.2000	-8.9000	33	24	21	35	43	66	84	64	56	50	43	35	554	1.3583	10.6500	23.4066	1289.1573	24.4000	-21.1000	45.5000	16.5500	-13.2333	16.5500	-14.9833	554.0000	84.0000	21.0000	40.3740	214.0000	78.0000	214.0000	92.0000	0
146	146	61.6428	54.5585	213.0000	-20.1000	-19.4000	-12.2000	-0.5000	6.1000	11.3000	13.9000	11.1000	5.9000	-1.2000	-9.7000	-16.3000	-11.9000	-10.3000	-2.5000	10.0000	19.2000	24.0000	25.6000	23.0000	17.0000	6.8000	-2.7000	-8.8000	19	15	14	26	40	55	81	50	36	35	25	23	419	2.4292	10.0417	21.9730	1338.0761	25.6000	-20.1000	45.7000	18.1500	-12.7333	18.1500	-14.4667	419.0000	81.0000	14.0000	55.8884	186.0000	48.0000	186.0000	57.0000	0
147	147	61.9107	53.6208	204.0000	-20.8000	-20.2000	-13.1000	-0.5000	6.6000	11.8000	14.3000	11.5000	6.2000	-1.2000	-9.8000	-16.7000	-12.1000	-10.9000	-3.3000	10.3000	20.2000	25.1000	26.6000	24.0000	18.1000	7.6000	-2.4000	-8.8000	18	13	14	24	34	48	68	42	31	31	24	22	369	2.6042	10.5250	22.2046	1392.5573	26.6000	-20.8000	47.4000	18.8833	-13.4000	18.8833	-14.9167	369.0000	68.0000	13.0000	51.4028	158.0000	45.0000	158.0000	53.0000	0
148	148	67.9833	53.3529	298.0000	-21.8000	-21.6000	-14.6000	-1.9000	5.3000	10.8000	13.2000	10.3000	4.9000	-2.5000	-11.7000	-17.9000	-13.2000	-12.4000	-5.2000	8.1000	18.3000	23.8000	25.4000	22.7000	17.3000	6.4000	-3.9000	-9.7000	17	13	12	20	30	40	62	41	27	28	20	18	328	1.2542	10.4250	22.0869	1396.6054	25.4000	-21.8000	47.2000	17.7000	-14.8000	17.7000	-16.1000	328.0000	62.0000	12.0000	52.8870	143.0000	42.0000	143.0000	48.0000	0
149	149	68.5191	53.8887	166.0000	-21.3000	-21.0000	-13.9000	-1.4000	5.8000	11.3000	13.7000	10.8000	5.4000	-1.9000	-11.3000	-17.4000	-12.6000	-11.8000	-4.4000	8.5000	18.7000	24.2000	25.6000	22.7000	17.3000	6.7000	-3.5000	-9.3000	16	12	11	20	28	41	63	43	27	27	19	16	323	1.7042	10.2750	21.9083	1387.3167	25.6000	-21.3000	46.9000	18.0500	-14.1667	18.0500	-15.5667	323.0000	63.0000	11.0000	56.9516	147.0000	39.0000	147.0000	44.0000	0
150	150	71.5554	53.9333	113.0000	-21.2000	-21.0000	-13.7000	-1.3000	6.0000	11.8000	14.2000	11.2000	5.9000	-1.6000	-11.1000	-17.5000	-12.3000	-11.6000	-4.0000	8.5000	18.7000	24.4000	25.9000	22.6000	17.2000	6.7000	-3.6000	-9.3000	17	13	12	20	32	45	62	47	29	29	22	18	346	1.8708	10.1250	21.4968	1393.7416	25.9000	-21.2000	47.1000	18.3500	-13.9667	18.3500	-15.4833	346.0000	62.0000	12.0000	53.5015	154.0000	42.0000	154.0000	48.0000	0
151	151	73.4754	53.6208	123.0000	-21.5000	-21.5000	-13.9000	-1.3000	6.1000	12.1000	14.5000	11.4000	6.0000	-1.6000	-11.2000	-18.0000	-12.7000	-12.0000	-4.2000	8.7000	18.8000	24.5000	26.0000	22.7000	17.2000	6.6000	-3.8000	-9.7000	18	13	12	19	31	44	58	46	28	30	24	19	342	1.8000	10.0833	21.2281	1417.1755	26.0000	-21.5000	47.5000	18.5333	-14.3000	18.5333	-15.9000	342.0000	58.0000	12.0000	50.1711	148.0000	43.0000	148.0000	50.0000	0
152	152	73.3861	52.6384	111.0000	-20.8000	-20.9000	-13.4000	-0.7000	6.7000	12.7000	15.1000	12.0000	6.6000	-1.0000	-10.6000	-17.3000	-12.0000	-11.3000	-3.9000	9.5000	19.6000	25.3000	26.9000	23.7000	18.4000	7.6000	-3.0000	-9.0000	17	13	12	18	31	38	53	39	24	29	22	18	314	2.5083	10.2833	21.5132	1422.7691	26.9000	-20.9000	47.8000	19.2833	-13.7167	19.2833	-15.2167	314.0000	53.0000	12.0000	47.0837	130.0000	42.0000	130.0000	48.0000	0
153	153	82.9415	55.3175	136.0000	-22.0000	-21.7000	-14.2000	-3.5000	4.0000	10.3000	13.0000	10.2000	4.7000	-2.3000	-12.3000	-19.6000	-12.9000	-11.1000	-2.8000	7.1000	16.8000	23.1000	25.3000	21.9000	16.0000	5.6000	-4.5000	-10.8000	22	18	17	25	39	54	68	68	39	43	34	24	451	0.8458	10.5917	22.3925	1369.5345	25.3000	-22.0000	47.3000	17.3000	-14.1167	17.3000	-16.3500	451.0000	68.0000	17.0000	47.8594	190.0000	57.0000	190.0000	64.0000	0
154	154	96.2029	56.6124	277.0000	-27.4000	-26.6000	-17.4000	-6.1000	1.3000	8.1000	11.4000	8.9000	3.1000	-4.2000	-15.3000	-24.4000	-16.3000	-13.6000	-2.9000	6.3000	14.9000	22.5000	24.5000	20.9000	14.2000	4.1000	-6.0000	-14.4000	16	13	10	17	33	42	65	59	36	31	24	18	364	-1.4333	11.9000	22.9287	1467.3203	24.5000	-27.4000	51.9000	16.0500	-17.3667	16.0500	-20.4500	364.0000	65.0000	10.0000	58.7102	166.0000	39.0000	166.0000	47.0000	0
155	155	97.0067	56.4785	274.0000	-28.0000	-27.2000	-17.9000	-6.2000	1.0000	7.9000	11.3000	8.9000	3.1000	-4.1000	-15.3000	-24.7000	-16.1000	-13.2000	-2.5000	6.7000	15.2000	22.7000	24.7000	21.1000	14.3000	4.4000	-5.6000	-14.2000	17	14	11	19	36	43	70	62	38	33	25	19	387	-1.4042	12.3917	23.5136	1472.9693	24.7000	-28.0000	52.7000	16.1000	-17.4833	16.1000	-20.5667	387.0000	70.0000	11.0000	58.3426	175.0000	42.0000	175.0000	50.0000	0
156	156	93.2559	55.8533	302.0000	-21.9000	-21.3000	-13.1000	-4.3000	2.7000	9.0000	12.0000	9.4000	3.6000	-3.8000	-13.0000	-19.8000	-12.7000	-11.2000	-2.1000	6.6000	15.4000	22.2000	24.2000	20.9000	14.5000	4.9000	-4.4000	-11.0000	17	14	16	30	52	61	83	74	44	46	35	25	497	0.2833	10.6500	23.1020	1313.8845	24.2000	-21.9000	46.1000	16.2833	-13.7167	16.2833	-16.3167	497.0000	83.0000	14.0000	55.1978	218.0000	47.0000	218.0000	56.0000	0
157	157	92.9880	56.3892	242.0000	-21.4000	-20.9000	-12.8000	-4.3000	2.8000	9.2000	12.1000	9.7000	3.9000	-3.5000	-13.0000	-19.6000	-12.5000	-11.0000	-2.0000	6.5000	15.1000	22.2000	24.3000	20.9000	14.4000	4.7000	-4.7000	-11.0000	19	14	16	28	49	59	76	71	42	45	36	27	482	0.3792	10.3917	22.7389	1308.8396	24.3000	-21.4000	45.7000	16.4000	-13.4333	16.4000	-16.0667	482.0000	76.0000	14.0000	51.7332	206.0000	49.0000	206.0000	60.0000	0
158	158	92.0504	55.9873	535.0000	-22.6000	-22.0000	-14.0000	-5.4000	1.7000	8.1000	10.9000	8.5000	2.5000	-4.6000	-14.4000	-20.6000	-13.1000	-11.5000	-3.1000	5.4000	14.1000	21.1000	23.1000	19.9000	13.3000	3.7000	-5.8000	-11.6000	19	15	16	32	52	66	86	80	47	47	35	27	522	-0.6833	10.6167	23.2312	1299.2049	23.1000	-22.6000	45.7000	15.2667	-14.3833	15.2667	-16.9000	522.0000	86.0000	15.0000	55.3940	232.0000	50.0000	232.0000	61.0000	0
159	159	89.7731	55.5408	382.0000	-23.1000	-22.4000	-14.0000	-4.5000	2.7000	9.2000	12.0000	9.5000	3.4000	-3.5000	-13.8000	-20.4000	-12.9000	-10.5000	-1.9000	7.0000	15.7000	22.4000	24.5000	21.3000	14.8000	5.0000	-5.0000	-11.1000	17	13	13	27	43	62	76	72	43	40	27	21	454	0.1833	11.1833	23.4944	1342.7454	24.5000	-23.1000	47.6000	16.4833	-14.1333	16.4833	-16.7333	454.0000	76.0000	13.0000	58.8428	210.0000	43.0000	210.0000	51.0000	0
160	160	90.0410	55.0943	472.0000	-23.5000	-22.8000	-14.2000	-4.7000	2.4000	8.9000	11.7000	9.1000	3.1000	-3.9000	-14.0000	-20.6000	-12.9000	-10.6000	-2.1000	7.0000	15.6000	22.2000	24.3000	21.2000	14.7000	5.0000	-5.0000	-11.1000	16	12	12	27	45	63	78	74	45	39	26	21	458	-0.0083	11.4000	23.8494	1340.0082	24.3000	-23.5000	47.8000	16.2333	-14.3500	16.2333	-16.9167	458.0000	78.0000	12.0000	61.2413	215.0000	40.0000	215.0000	49.0000	0
161	161	89.9964	54.2459	1027.0000	-25.8000	-25.1000	-16.9000	-7.0000	0.2000	6.5000	9.2000	6.7000	0.6000	-6.2000	-16.0000	-22.7000	-14.9000	-12.6000	-4.6000	4.8000	13.3000	19.7000	21.6000	18.9000	12.5000	2.9000	-6.9000	-12.9000	18	15	15	32	56	72	87	83	54	44	27	23	526	-2.2792	11.5250	24.3143	1326.5205	21.6000	-25.8000	47.4000	13.7667	-16.6500	13.7667	-19.0000	526.0000	87.0000	15.0000	60.0830	242.0000	48.0000	242.0000	56.0000	0
162	162	90.7108	54.7371	419.0000	-23.6000	-22.7000	-13.9000	-4.1000	2.8000	9.3000	12.1000	9.5000	3.3000	-3.6000	-13.7000	-20.5000	-12.6000	-10.1000	-1.4000	7.9000	16.4000	22.8000	24.8000	21.9000	15.4000	5.8000	-4.4000	-10.6000	15	11	11	24	44	61	77	72	45	37	23	19	439	0.4500	11.7500	24.2769	1350.1734	24.8000	-23.6000	48.4000	16.7333	-14.0500	16.7333	-16.6833	439.0000	77.0000	11.0000	64.0366	210.0000	37.0000	210.0000	45.0000	0
163	163	90.2643	53.7101	791.0000	-25.5000	-24.6000	-15.9000	-5.5000	1.6000	8.0000	10.7000	8.1000	1.9000	-4.9000	-14.9000	-22.0000	-14.2000	-11.6000	-3.2000	6.7000	15.4000	21.5000	23.4000	20.8000	14.4000	4.8000	-5.4000	-12.0000	15	12	12	27	50	66	81	76	50	37	22	19	467	-0.9333	11.9667	24.4717	1365.3194	23.4000	-25.5000	48.9000	15.4167	-15.8333	15.4167	-18.3167	467.0000	81.0000	12.0000	64.7050	223.0000	39.0000	223.0000	46.0000	0
164	164	90.8001	54.2459	512.0000	-24.5000	-23.5000	-14.5000	-4.3000	2.6000	9.0000	11.8000	9.2000	2.9000	-3.9000	-14.0000	-21.0000	-13.0000	-10.4000	-1.7000	8.0000	16.5000	22.7000	24.6000	21.9000	15.4000	5.8000	-4.4000	-10.9000	14	11	10	24	45	62	77	73	47	36	21	17	437	0.1792	12.0583	24.5587	1364.0339	24.6000	-24.5000	49.1000	16.5333	-14.6000	16.5333	-17.2167	437.0000	77.0000	10.0000	66.4473	212.0000	35.0000	212.0000	42.0000	0
165	165	91.2020	53.7994	345.0000	-24.8000	-23.6000	-14.0000	-3.4000	3.5000	9.9000	12.8000	10.1000	3.7000	-3.1000	-13.4000	-20.8000	-12.7000	-9.7000	-0.7000	9.5000	18.1000	24.1000	26.0000	23.4000	16.8000	7.2000	-3.4000	-10.3000	12	9	7	20	41	57	72	67	45	31	17	14	392	1.0500	12.6167	24.8360	1402.2936	26.0000	-24.8000	50.8000	17.7167	-14.2500	17.7167	-16.9833	392.0000	72.0000	7.0000	71.1524	196.0000	28.0000	196.0000	35.0000	0
166	166	90.5769	53.1296	339.0000	-24.9000	-23.8000	-14.4000	-2.9000	4.3000	10.6000	13.3000	10.6000	4.4000	-2.6000	-12.8000	-20.8000	-13.1000	-10.2000	-1.1000	9.9000	18.9000	24.7000	26.4000	23.9000	17.6000	7.9000	-2.9000	-10.6000	11	9	8	19	40	55	68	63	42	29	16	14	374	1.3500	12.5333	24.4314	1437.8788	26.4000	-24.9000	51.3000	18.2500	-14.5833	18.2500	-17.2333	374.0000	68.0000	8.0000	70.0670	186.0000	28.0000	186.0000	34.0000	0
167	167	91.9164	54.5138	477.0000	-24.4000	-23.4000	-14.3000	-4.4000	2.4000	8.8000	11.7000	9.1000	2.8000	-4.1000	-14.2000	-21.0000	-13.0000	-10.6000	-1.8000	7.7000	16.3000	22.6000	24.5000	21.8000	15.2000	5.6000	-4.5000	-10.9000	16	12	12	28	50	65	85	79	51	41	25	20	484	0.0792	11.9917	24.5228	1358.3922	24.5000	-24.4000	48.9000	16.4167	-14.5833	16.4167	-17.2167	484.0000	85.0000	12.0000	63.8910	229.0000	40.0000	229.0000	48.0000	0
168	168	92.1843	53.8440	266.0000	-25.3000	-24.1000	-14.3000	-3.2000	3.7000	10.1000	12.9000	10.3000	3.9000	-3.0000	-13.5000	-21.2000	-13.2000	-10.3000	-0.9000	9.6000	18.5000	24.5000	26.2000	23.7000	17.2000	7.5000	-3.3000	-10.6000	14	11	10	25	47	61	80	74	50	37	22	18	449	1.0500	12.7167	24.6926	1431.6583	26.2000	-25.3000	51.5000	17.9500	-14.6833	17.9500	-17.4500	449.0000	80.0000	10.0000	66.0818	215.0000	35.0000	215.0000	43.0000	0
169	169	91.9611	53.3082	286.0000	-26.4000	-25.1000	-15.0000	-3.1000	3.9000	10.3000	13.1000	10.5000	4.1000	-2.9000	-13.6000	-21.9000	-14.0000	-10.9000	-1.3000	10.0000	19.0000	24.9000	26.6000	24.2000	17.7000	8.0000	-3.2000	-11.2000	13	10	9	24	45	59	77	71	49	34	20	16	427	0.9875	12.9917	24.5126	1478.4346	26.6000	-26.4000	53.0000	18.2667	-15.4500	18.2667	-18.2500	427.0000	77.0000	9.0000	67.8978	207.0000	32.0000	207.0000	39.0000	0
170	170	103.4811	52.9957	420.0000	-26.0000	-24.6000	-15.8000	-5.1000	1.7000	7.7000	11.4000	9.3000	2.7000	-4.8000	-15.3000	-22.6000	-15.7000	-11.0000	-0.8000	8.0000	16.8000	22.7000	24.4000	21.8000	15.4000	6.1000	-5.2000	-13.3000	11	9	10	19	32	59	104	86	52	23	19	17	441	-0.5083	12.5500	24.9008	1416.7373	24.4000	-26.0000	50.4000	16.2167	-15.6500	16.2167	-18.8667	441.0000	104.0000	9.0000	86.2681	249.0000	30.0000	249.0000	37.0000	0
171	171	106.3835	54.0673	643.0000	-30.8000	-29.2000	-20.1000	-7.8000	-0.9000	5.5000	9.7000	8.1000	1.0000	-7.0000	-18.5000	-26.7000	-20.8000	-16.0000	-4.7000	4.7000	13.8000	20.7000	22.8000	20.4000	13.2000	3.1000	-8.6000	-17.0000	10	7	6	12	24	48	83	73	41	18	18	18	358	-3.5458	12.3583	23.0566	1530.6749	22.8000	-30.8000	53.6000	14.5333	-20.2667	14.5333	-23.4167	358.0000	83.0000	6.0000	86.9377	204.0000	23.0000	204.0000	35.0000	0
172	172	105.8476	54.3352	771.0000	-32.1000	-30.5000	-21.3000	-8.6000	-1.5000	5.0000	9.1000	7.3000	0.2000	-8.0000	-19.9000	-28.5000	-22.2000	-17.1000	-5.3000	4.0000	13.3000	20.5000	22.5000	19.8000	12.5000	2.3000	-9.8000	-18.7000	11	8	7	13	27	52	87	81	42	18	18	17	381	-4.4583	12.5500	22.9853	1567.7906	22.5000	-32.1000	54.6000	14.0333	-21.4167	14.0333	-24.8500	381.0000	87.0000	7.0000	87.9137	220.0000	26.0000	220.0000	36.0000	0
173	173	105.5351	51.4775	1022.0000	-27.5000	-25.6000	-16.7000	-6.5000	0.1000	6.8000	10.0000	8.0000	0.9000	-7.0000	-17.1000	-24.0000	-17.5000	-13.4000	-3.5000	6.1000	14.7000	20.8000	22.1000	19.8000	13.2000	4.0000	-7.0000	-14.8000	14	9	16	30	43	92	141	109	82	31	23	19	609	-2.2542	11.9250	24.0423	1413.2819	22.1000	-27.5000	49.6000	14.5833	-17.3667	14.5833	-20.4667	609.0000	141.0000	9.0000	86.4554	342.0000	39.0000	342.0000	42.0000	0
174	174	106.0262	50.8077	1049.0000	-27.7000	-25.4000	-16.2000	-6.0000	0.8000	7.8000	10.9000	8.7000	1.4000	-6.8000	-17.0000	-24.2000	-17.6000	-13.5000	-3.0000	7.0000	15.5000	21.7000	22.7000	20.6000	13.8000	4.6000	-6.7000	-14.9000	8	6	10	22	31	80	117	93	63	22	15	10	477	-1.8125	11.9917	23.7930	1448.1197	22.7000	-27.7000	50.4000	15.4000	-17.2333	15.4000	-20.5500	477.0000	117.0000	6.0000	96.5445	290.0000	24.0000	290.0000	24.0000	0
175	175	105.8476	50.1826	773.0000	-28.4000	-26.0000	-15.2000	-4.4000	2.5000	9.4000	12.4000	10.3000	2.5000	-6.0000	-16.8000	-24.9000	-17.7000	-13.1000	-1.3000	9.5000	17.9000	23.7000	24.6000	22.4000	15.8000	6.6000	-5.4000	-14.7000	5	4	7	15	20	65	96	83	44	16	9	6	370	-0.6792	12.7417	24.0409	1528.2528	24.6000	-28.4000	53.0000	17.1333	-20.8000	17.1333	-20.8000	370.0000	96.0000	4.0000	106.8780	244.0000	15.0000	244.0000	15.0000	0
176	176	106.9639	50.4059	790.0000	-28.8000	-26.2000	-15.4000	-4.9000	2.4000	9.5000	12.6000	10.3000	2.7000	-5.9000	-16.8000	-25.2000	-18.5000	-14.0000	-2.2000	8.5000	17.3000	23.4000	24.6000	22.3000	15.4000	5.8000	-6.2000	-15.7000	4	3	4	11	19	62	89	77	39	13	7	5	333	-1.0417	12.2000	22.8464	1549.9631	24.6000	-28.8000	53.4000	17.1167	-17.5167	17.1167	-21.4000	333.0000	89.0000	3.0000	112.6025	228.0000	11.0000	228.0000	12.0000	0
177	177	106.9193	51.0310	748.0000	-28.2000	-25.7000	-15.5000	-5.2000	1.8000	9.0000	12.2000	10.0000	2.5000	-5.9000	-16.6000	-24.4000	-18.0000	-13.5000	-2.4000	7.8000	16.6000	23.0000	24.2000	21.9000	15.0000	5.3000	-6.4000	-15.1000	6	4	5	13	21	61	90	73	45	14	10	9	351	-1.1500	12.0333	22.9644	1510.2498	24.2000	-28.2000	52.4000	16.7167	-17.2167	16.7167	-20.8167	351.0000	90.0000	4.0000	102.9377	224.0000	15.0000	224.0000	19.0000	0
178	178	106.6514	51.4329	650.0000	-27.8000	-25.5000	-15.5000	-5.2000	1.7000	8.7000	12.1000	9.9000	2.6000	-5.7000	-16.3000	-24.0000	-17.7000	-13.2000	-2.3000	7.6000	16.5000	22.8000	24.2000	21.9000	15.0000	5.3000	-6.3000	-14.7000	8	5	6	15	24	62	94	72	53	18	14	12	383	-1.0792	12.0083	23.0929	1492.8184	24.2000	-27.8000	52.0000	16.6000	-17.0000	16.6000	-20.4833	383.0000	94.0000	5.0000	94.6519	228.0000	19.0000	228.0000	25.0000	0
179	179	107.0979	51.6115	721.0000	-29.0000	-26.7000	-16.4000	-5.8000	1.1000	8.3000	11.8000	9.6000	2.1000	-6.2000	-17.1000	-24.9000	-18.7000	-14.0000	-3.0000	7.0000	15.9000	22.5000	23.9000	21.6000	14.5000	4.7000	-7.0000	-15.5000	6	4	4	12	20	55	86	69	43	14	12	11	336	-1.7208	12.0917	22.8576	1518.3566	23.9000	-29.0000	52.9000	16.2833	-17.9667	16.2833	-21.4667	336.0000	86.0000	4.0000	100.4166	210.0000	14.0000	210.0000	21.0000	0
180	180	107.2765	52.2366	777.0000	-29.6000	-27.6000	-17.7000	-6.8000	0.0000	7.0000	10.7000	8.8000	1.5000	-6.7000	-17.4000	-25.1000	-19.3000	-14.7000	-3.9000	5.7000	14.6000	21.4000	23.0000	20.8000	13.7000	3.9000	-7.5000	-15.7000	7	5	4	12	21	51	86	69	42	14	15	15	341	-2.5375	12.0750	22.9563	1499.5683	23.0000	-29.6000	52.6000	15.2833	-18.8000	15.2833	-22.0000	341.0000	86.0000	4.0000	95.8047	206.0000	16.0000	206.0000	27.0000	0
181	181	107.4104	51.7901	527.0000	-29.1000	-26.8000	-16.0000	-5.2000	1.7000	9.0000	12.6000	10.4000	2.8000	-5.6000	-16.7000	-24.8000	-18.6000	-13.6000	-2.3000	7.7000	16.8000	23.5000	24.9000	22.5000	15.3000	5.4000	-6.5000	-15.1000	5	3	2	7	14	44	71	60	32	10	11	11	270	-1.1542	12.3083	22.7932	1546.9699	24.9000	-29.1000	54.0000	17.1500	-17.7333	17.1500	-21.3333	270.0000	71.0000	2.0000	105.0979	175.0000	10.0000	175.0000	19.0000	0
182	182	107.5444	51.3436	910.0000	-29.9000	-27.7000	-17.2000	-6.5000	0.5000	7.9000	11.2000	9.0000	1.5000	-6.9000	-17.8000	-25.8000	-19.4000	-14.8000	-3.6000	6.4000	15.3000	22.1000	23.3000	21.0000	13.9000	4.2000	-7.5000	-16.1000	5	4	4	11	20	57	89	75	39	13	11	10	338	-2.3708	12.2083	22.9480	1528.4892	23.3000	-29.9000	53.2000	15.7500	-18.7667	15.7500	-22.2833	338.0000	89.0000	4.0000	105.7730	221.0000	13.0000	221.0000	19.0000	0
183	183	108.9732	52.0580	600.0000	-29.6000	-27.7000	-17.7000	-6.6000	0.1000	6.9000	11.0000	9.3000	2.1000	-5.8000	-16.5000	-24.5000	-18.5000	-14.2000	-3.6000	6.2000	15.1000	21.6000	23.6000	21.6000	14.7000	5.3000	-5.9000	-14.3000	7	4	4	11	18	47	82	70	37	15	17	16	328	-1.9750	12.5500	23.5902	1493.9872	23.6000	-29.6000	53.2000	15.6667	-18.5500	15.6667	-21.4667	328.0000	82.0000	4.0000	95.7382	199.0000	15.0000	199.0000	27.0000	0
184	184	109.3305	53.4422	533.0000	-29.7000	-28.2000	-19.1000	-7.5000	-1.0000	5.4000	9.8000	9.0000	2.2000	-5.3000	-15.6000	-23.5000	-19.4000	-15.7000	-5.2000	4.4000	13.1000	20.2000	22.7000	21.0000	14.0000	4.7000	-5.8000	-13.8000	12	5	5	13	18	39	79	66	42	22	31	30	362	-2.6375	11.9750	22.8531	1467.3943	22.7000	-29.7000	52.4000	13.1167	-19.5500	14.6833	-21.7167	362.0000	79.0000	5.0000	77.3789	187.0000	22.0000	184.0000	47.0000	0
185	185	110.1342	54.1119	489.0000	-31.2000	-29.6000	-19.6000	-7.5000	0.0000	7.0000	10.9000	9.6000	2.5000	-5.8000	-17.3000	-25.9000	-20.1000	-16.3000	-4.8000	5.0000	14.1000	22.1000	24.2000	21.9000	14.6000	4.6000	-7.0000	-15.6000	9	5	5	13	18	39	75	62	40	18	23	21	328	-2.6750	12.4667	22.5030	1571.9928	24.2000	-31.2000	55.4000	13.9500	-20.2667	15.9500	-23.1167	328.0000	75.0000	5.0000	82.1241	177.0000	19.0000	176.0000	35.0000	0
186	186	111.9649	56.1213	554.0000	-32.7000	-31.8000	-23.1000	-11.0000	-1.6000	5.1000	9.2000	7.6000	0.9000	-8.5000	-21.2000	-29.1000	-20.4000	-16.5000	-5.7000	3.4000	12.4000	20.7000	23.3000	20.8000	13.0000	2.3000	-9.6000	-17.6000	9	7	7	15	27	49	81	73	46	18	14	13	359	-4.5875	13.5250	24.1518	1583.7099	23.3000	-32.7000	56.0000	14.4500	-21.7000	14.4500	-24.6833	359.0000	81.0000	7.0000	87.2168	203.0000	23.0000	203.0000	29.0000	0
187	187	116.3854	39.6449	32.0000	-9.3000	-6.5000	-0.4000	7.4000	13.7000	18.4000	21.6000	20.4000	14.4000	7.4000	-0.3000	-6.6000	1.1000	4.0000	11.0000	20.0000	26.7000	30.4000	30.9000	29.5000	25.8000	19.0000	9.8000	2.9000	3	2	10	16	28	76	219	189	46	12	6	4	611	12.1375	10.9083	27.1352	1122.3051	30.9000	-9.3000	40.2000	25.2000	-2.4000	25.2000	-2.4000	611.0000	219.0000	2.0000	147.2256	484.0000	9.0000	484.0000	9.0000	0
188	188	102.6774	28.2588	2830.0000	-5.9000	-4.3000	-0.8000	3.0000	6.8000	9.7000	11.6000	11.0000	8.6000	4.7000	-0.2000	-4.2000	7.0000	8.7000	12.8000	15.9000	17.6000	18.0000	19.5000	19.2000	16.4000	13.2000	10.2000	7.9000	8	12	23	56	119	208	247	213	168	81	23	8	1166	8.6000	10.5333	41.4698	537.8197	19.5000	-5.9000	25.4000	14.8333	1.5333	14.8333	1.5333	1166.0000	247.0000	8.0000	92.9656	668.0000	28.0000	668.0000	28.0000	0
