MASTER	LON_EX	LAT_EX	ALT_EX	alt_srtm	TMIN1	TMIN2	TMIN3	TMIN4	TMIN5	TMIN6	TMIN7	TMIN8	TMIN9	TMIN10	TMIN11	TMIN12	TMAX1	TMAX2	TMAX3	TMAX4	TMAX5	TMAX6	TMAX7	TMAX8	TMAX9	TMAX10	TMAX11	TMAX12	PREC1	PREC2	PREC3	PREC4	PREC5	PREC6	PREC7	PREC8	PREC9	PREC10	PREC11	PREC12	PRE_ALL	SPECIES	SHORTLIVED	PERENIAL	ANNUAL	BIENNIAL	HSCAP	HROS	GEOPHYTES	HCAESP	CHAMAEPHYT	NANOPHANOR	MAKROPHANE	OID_	MASTER_1	COUNT	ggs	ggb	gga	sg	MEAN	PRO	comm_coarse	Comm	slope	aspect	slope_srtm	aspect_srtm	sin_srtm	pro
255	103.5788	43.8822	1708	1711	-21.7000	-18.6000	-11.2000	-2.5000	5.4000	11.3000	13.5000	11.9000	5.2000	-3.3000	-12.5000	-19.3000	-8.1000	-4.4000	3.0000	12.1000	20.0000	25.1000	26.3000	24.7000	18.8000	10.6000	0.6000	-6.4000	2	2	4	7	13	21	33	35	13	5	3	2	140	14	6	3	4	2	4	2	3	1	3	1	0	254	255	1	1	0	0	0	234.72799682617	353.00000000000	2	7	2.0965	49.6534	19.4457	48.7912	-0.9953	71.63200000000
256	103.4924	43.9176	1646	1712	-21.5000	-18.5000	-11.0000	-2.3000	5.7000	11.6000	13.7000	12.2000	5.4000	-3.1000	-12.3000	-19.1000	-7.9000	-4.1000	3.3000	12.4000	20.4000	25.5000	26.7000	25.0000	19.2000	10.9000	0.9000	-6.2000	2	2	4	7	12	20	31	34	13	5	3	2	135	10	4	7	2	2	9	4	3	1	3	0	0	255	256	1	1	0	0	0	271.28500366211	174.00000000000	4	13	2.1189	14.3179	25.9624	5.4822	-0.7181	31.30290000000
257	103.1391	43.8963	1770	1765	-21.6000	-18.7000	-11.4000	-2.8000	5.0000	10.9000	13.1000	11.5000	4.9000	-3.5000	-12.6000	-19.2000	-8.1000	-4.4000	2.8000	11.8000	19.6000	24.8000	25.9000	24.3000	18.5000	10.4000	0.4000	-6.3000	1	2	4	7	12	22	35	36	14	5	3	1	142	13	5	6	3	1	5	4	3	1	4	1	0	256	257	1	1	0	0	0	271.22601318359	177.00000000000	2	13	1.9857	350.5380	13.8069	351.5730	-0.2815	31.69360000000
258	103.0766	43.9159	1717	1646	-21.4000	-18.5000	-11.2000	-2.6000	5.3000	11.2000	13.3000	11.8000	5.1000	-3.3000	-12.4000	-19.1000	-7.8000	-4.1000	3.1000	12.1000	20.0000	25.1000	26.3000	24.6000	18.9000	10.7000	0.7000	-6.2000	1	2	4	6	12	21	34	35	13	5	3	1	137	12	6	4	5	1	6	3	2	2	2	1	0	257	258	1	1	0	0	0	225.35200500488	177.00000000000	2	7	1.9318	346.8910	17.6097	346.8840	0.9659	31.69360000000
259	103.6900	43.5131	1803	1806	-21.5000	-18.4000	-11.0000	-2.5000	5.3000	11.1000	13.3000	11.8000	5.2000	-3.2000	-12.4000	-19.1000	-8.1000	-4.4000	2.9000	11.9000	19.6000	24.7000	26.0000	24.4000	18.5000	10.5000	0.6000	-6.3000	1	2	4	6	12	22	34	35	14	5	3	1	139	9	0	2	0	0	0	1	2	1	2	0	0	258	259	1	1	0	0	0	458.66900634766	174.00000000000	4	13	1.2503	250.3200	13.2550	243.9250	-0.8998	31.30290000000
260	103.4128	43.3082	1639	1646	-20.7000	-17.6000	-10.1000	-1.5000	6.3000	12.1000	14.3000	12.7000	6.1000	-2.4000	-11.5000	-18.3000	-7.2000	-3.4000	4.1000	13.1000	20.9000	26.0000	27.4000	25.7000	19.8000	11.6000	1.6000	-5.5000	1	1	3	6	10	18	29	30	12	4	2	1	117	12	2	5	1	1	6	4	3	1	5	3	0	259	260	1	1	0	0	0	275.79998779297	174.00000000000	4	13	1.7769	142.4650	17.0271	120.9640	0.9999	31.30290000000
261	103.4087	43.3044	1639	1653	-20.7000	-17.6000	-10.1000	-1.5000	6.3000	12.1000	14.3000	12.7000	6.1000	-2.4000	-11.5000	-18.3000	-7.2000	-3.4000	4.1000	13.1000	20.9000	26.0000	27.4000	25.7000	19.8000	11.6000	1.6000	-5.5000	1	1	3	6	10	18	29	30	12	4	2	1	117	8	0	2	0	0	3	5	2	1	1	0	0	260	261	1	1	0	0	0	275.79998779297	219.00000000000	2	7	1.7769	142.4650	17.0440	173.5360	-0.6805	44.14400000000
262	101.9631	43.5779	1894	1959	-20.8000	-18.3000	-11.4000	-3.1000	4.4000	10.4000	12.4000	10.9000	4.5000	-3.6000	-12.5000	-18.7000	-7.5000	-3.8000	2.8000	11.5000	19.0000	24.3000	25.4000	24.0000	18.2000	10.2000	0.5000	-5.8000	1	1	2	5	8	19	38	34	13	4	2	1	128	10	1	2	1	0	4	4	2	1	2	0	0	261	262	1	1	0	0	0	181.54200744629	148.00000000000	4	13	3.9501	194.3380	33.1250	189.3970	0.7842	27.08330000000
263	100.5130	44.2902	1815	1859	-21.5000	-19.6000	-13.0000	-4.6000	2.6000	8.8000	10.7000	9.2000	3.1000	-4.9000	-13.7000	-19.5000	-7.9000	-4.2000	1.6000	10.5000	17.9000	23.1000	24.1000	22.8000	17.3000	9.2000	-0.1000	-6.2000	1	2	2	4	6	18	39	33	12	4	2	1	124	17	0	2	0	0	4	5	3	1	1	1	0	262	263	1	1	0	0	0	155.01499938965	299.00000000000	2	7	1.8786	81.0546	18.4744	60.0955	-0.3942	69.38340000000
264	103.0900	43.5200	1522	1528	-20.5000	-17.5000	-9.9000	-1.2000	6.6000	12.4000	14.7000	13.1000	6.4000	-2.1000	-11.3000	-18.1000	-6.9000	-3.0000	4.5000	13.7000	21.5000	26.6000	27.9000	26.2000	20.4000	12.1000	1.9000	-5.2000	1	1	3	5	10	17	27	29	11	4	2	1	111	18	5	4	2	2	3	4	3	1	3	1	0	263	264	1	1	0	0	0	259.11401367188	148.00000000000	4	13	1.3300	25.2405	12.6602	22.7965	-0.7211	27.08330000000
265	103.0900	43.5200	1522	1528	-20.5000	-17.5000	-9.9000	-1.2000	6.6000	12.4000	14.7000	13.1000	6.4000	-2.1000	-11.3000	-18.1000	-6.9000	-3.0000	4.5000	13.7000	21.5000	26.6000	27.9000	26.2000	20.4000	12.1000	1.9000	-5.2000	1	1	3	5	10	17	27	29	11	4	2	1	111	20	3	4	2	2	5	4	4	1	3	0	0	264	265	1	1	0	0	0	259.11401367188	207.00000000000	2	7	1.3300	25.2405	12.6602	22.7965	-0.7211	40.22050000000
266	103.3500	43.5300	1508	1511	-20.6000	-17.4000	-9.8000	-1.1000	6.7000	12.5000	14.8000	13.2000	6.5000	-2.0000	-11.3000	-18.2000	-6.9000	-3.0000	4.5000	13.7000	21.6000	26.6000	28.0000	26.2000	20.4000	12.1000	1.9000	-5.2000	1	2	3	6	10	17	27	29	11	4	2	1	113	20	1	4	0	1	4	2	4	1	3	1	0	265	266	1	1	0	0	0	280.34698486328	446.00000000000	4	13	0.5896	233.2970	5.7609	239.6210	0.7578	80.64990000000
267	103.3500	43.5300	1508	1511	-20.6000	-17.4000	-9.8000	-1.1000	6.7000	12.5000	14.8000	13.2000	6.5000	-2.0000	-11.3000	-18.2000	-6.9000	-3.0000	4.5000	13.7000	21.6000	26.6000	28.0000	26.2000	20.4000	12.1000	1.9000	-5.2000	1	2	3	6	10	17	27	29	11	4	2	1	113	21	0	3	0	0	3	1	1	1	2	0	0	266	267	1	1	0	0	0	280.34698486328	255.00000000000	4	13	0.5896	233.2970	5.7609	239.6210	0.7578	46.86140000000
268	103.3500	43.5300	1508	1511	-20.6000	-17.4000	-9.8000	-1.1000	6.7000	12.5000	14.8000	13.2000	6.5000	-2.0000	-11.3000	-18.2000	-6.9000	-3.0000	4.5000	13.7000	21.6000	26.6000	28.0000	26.2000	20.4000	12.1000	1.9000	-5.2000	1	2	3	6	10	17	27	29	11	4	2	1	113	22	0	3	0	0	4	3	2	1	2	1	0	267	268	1	1	0	0	0	280.34698486328	238.00000000000	4	13	0.5896	233.2970	5.7609	239.6210	0.7578	45.85260000000
269	103.3500	43.5300	1508	1511	-20.6000	-17.4000	-9.8000	-1.1000	6.7000	12.5000	14.8000	13.2000	6.5000	-2.0000	-11.3000	-18.2000	-6.9000	-3.0000	4.5000	13.7000	21.6000	26.6000	28.0000	26.2000	20.4000	12.1000	1.9000	-5.2000	1	2	3	6	10	17	27	29	11	4	2	1	113	25	1	4	0	1	4	4	2	1	3	0	0	268	269	1	1	0	0	0	280.34698486328	209.00000000000	4	13	0.5896	233.2970	5.7609	239.6210	0.7578	43.08230000000
270	104.0200	43.3300	1823	1904	-21.5000	-18.2000	-10.8000	-2.4000	5.4000	11.0000	13.4000	11.8000	5.4000	-3.0000	-12.3000	-19.0000	-8.3000	-4.5000	2.9000	11.8000	19.5000	24.6000	26.0000	24.3000	18.5000	10.5000	0.6000	-6.3000	1	2	4	6	12	22	36	35	14	4	3	1	140	19	2	5	1	2	7	4	3	1	3	1	0	269	270	1	1	0	0	0	373.35900878906	175.00000000000	4	13	2.9971	187.5730	27.4909	185.7930	-0.4251	33.47410000000
271	104.0800	43.3600	2073	2112	-22.3000	-19.1000	-12.1000	-3.7000	4.0000	9.7000	12.0000	10.5000	4.1000	-4.1000	-13.3000	-19.8000	-9.2000	-5.7000	1.4000	10.2000	17.9000	23.0000	24.4000	22.8000	16.9000	9.1000	-0.6000	-7.3000	1	2	4	7	14	25	42	40	16	5	3	1	160	21	1	5	2	0	5	3	6	1	3	2	0	270	271	1	1	0	0	0	550.40197753906	242.00000000000	4	13	4.1934	176.7160	36.6519	176.6470	0.6577	32.66590000000
272	103.6761	43.5936	2060	1984	-22.4000	-19.3000	-12.3000	-3.9000	3.9000	9.7000	11.9000	10.4000	3.9000	-4.4000	-13.5000	-20.0000	-9.1000	-5.6000	1.4000	10.2000	17.9000	23.1000	24.4000	22.8000	17.0000	9.0000	-0.6000	-7.3000	1	2	4	7	14	25	41	40	16	5	3	1	159	5	1	2	0	0	2	3	2	1	2	1	0	271	272	1	1	0	0	0	399.37200927734	198.00000000000	4	13	2.9776	192.1520	27.1303	189.2690	0.6986	23.75150000000
273	104.1259	43.6048	1696	1717	-21.6000	-18.2000	-10.6000	-2.0000	5.8000	11.4000	13.7000	12.2000	5.7000	-2.7000	-12.1000	-19.0000	-8.2000	-4.4000	3.2000	12.3000	20.1000	25.0000	26.4000	24.7000	18.9000	11.0000	0.8000	-6.2000	1	2	4	6	12	22	36	35	13	4	3	1	139	12	2	3	2	0	2	2	3	1	1	1	0	272	273	1	1	0	0	0	337.58401489258	128.00000000000	4	13	2.2169	27.4587	21.3537	24.0071	-0.9025	32.13150000000
274	104.1256	43.6048	1696	1719	-21.6000	-18.2000	-10.6000	-2.0000	5.8000	11.4000	13.7000	12.2000	5.7000	-2.7000	-12.1000	-19.0000	-8.2000	-4.4000	3.2000	12.3000	20.1000	25.0000	26.4000	24.7000	18.9000	11.0000	0.8000	-6.2000	1	2	4	6	12	22	36	35	13	4	3	1	139	9	0	5	0	0	6	2	1	2	3	2	0	273	274	1	1	0	0	0	337.58401489258	261.00000000000	4	13	2.2169	27.4587	21.8840	32.7995	0.9825	59.33580000000
275	103.7686	43.8841	1547	1570	-21.5000	-18.2000	-10.5000	-1.7000	6.2000	12.0000	14.3000	12.7000	6.0000	-2.6000	-12.0000	-18.9000	-7.8000	-3.9000	3.8000	13.0000	21.0000	26.0000	27.3000	25.6000	19.7000	11.5000	1.2000	-6.0000	2	2	4	6	12	20	29	33	12	4	3	2	129	13	0	5	0	0	3	3	1	1	3	1	0	274	275	1	1	0	0	0	248.49899291992	290.00000000000	4	13	1.0922	10.4258	10.1781	12.0613	-0.4839	64.02720000000
276	104.1300	43.3800	2326	2188	-23.1000	-20.1000	-13.4000	-5.1000	2.6000	8.4000	10.7000	9.2000	2.9000	-5.3000	-14.4000	-20.7000	-10.2000	-6.9000	0.0000	8.5000	16.1000	21.3000	22.7000	21.2000	15.4000	7.6000	-1.9000	-8.3000	1	2	4	8	16	29	48	45	18	6	3	1	181	22	0	6	0	0	5	2	1	1	3	2	0	275	276	1	1	0	0	0	580.93298339844	290.00000000000	4	13	4.0029	182.7030	34.9047	183.6990	0.9965	64.02720000000
277	104.1800	43.3600	2034	2066	-22.2000	-19.0000	-11.9000	-3.5000	4.2000	9.9000	12.2000	10.7000	4.3000	-3.9000	-13.2000	-19.7000	-9.2000	-5.6000	1.6000	10.3000	18.1000	23.1000	24.5000	22.9000	17.1000	9.3000	-0.5000	-7.2000	1	2	4	7	14	25	42	39	15	5	3	1	158	20	3	5	2	1	6	3	3	2	3	4	0	276	277	1	1	0	0	0	580.93298339844	243.00000000000	4	13	3.5815	182.0600	30.8629	182.0150	-0.1961	72.23400000000
278	102.6660	43.5496	2146	2080	-21.9000	-19.3000	-12.5000	-4.3000	3.4000	9.3000	11.4000	9.8000	3.4000	-4.7000	-13.5000	-19.7000	-8.6000	-5.2000	1.3000	10.0000	17.5000	22.8000	24.0000	22.5000	16.7000	8.8000	-0.6000	-6.9000	1	2	4	7	12	24	43	40	16	5	2	1	157	7	0	5	0	0	3	4	2	1	2	2	0	277	278	1	1	0	0	0	257.55801391602	245.00000000000	2	7	1.3858	170.3620	26.0579	171.1740	0.9991	42.08490000000
279	102.0450	43.6468	1983	2048	-21.2000	-18.7000	-11.9000	-3.6000	3.9000	9.9000	11.9000	10.4000	4.0000	-4.1000	-12.9000	-19.0000	-7.9000	-4.3000	2.2000	10.9000	18.4000	23.7000	24.8000	23.4000	17.6000	9.6000	0.1000	-6.2000	1	1	3	5	9	21	41	37	14	4	2	1	139	9	1	6	1	1	4	4	1	1	2	2	0	278	279	1	1	0	0	0	166.90299987793	202.00000000000	2	7	6.2443	8.1967	42.4828	14.8105	0.7817	42.08490000000
280	102.0433	43.6476	1983	2042	-21.2000	-18.7000	-11.9000	-3.6000	3.9000	9.9000	11.9000	10.4000	4.0000	-4.1000	-12.9000	-19.0000	-7.9000	-4.3000	2.2000	10.9000	18.4000	23.7000	24.8000	23.4000	17.6000	9.6000	0.1000	-6.2000	1	1	3	5	9	21	41	37	14	4	2	1	139	10	3	2	3	0	0	3	2	1	2	0	0	279	280	1	1	0	0	0	166.90299987793	202.00000000000	2	7	6.2443	8.1967	42.4828	14.8105	0.7817	42.08490000000
281	103.1341	43.7915	2144	2170	-22.4000	-19.7000	-12.9000	-4.5000	3.2000	9.2000	11.3000	9.8000	3.3000	-4.9000	-13.8000	-20.1000	-9.1000	-5.7000	0.9000	9.6000	17.3000	22.6000	23.8000	22.2000	16.5000	8.5000	-1.0000	-7.4000	1	2	4	8	14	26	44	42	16	5	3	1	166	21	0	1	0	0	2	1	2	1	1	0	0	280	281	1	1	0	0	0	316.80499267578	219.00000000000	2	5	1.8736	35.2933	34.6292	347.3230	0.9844	44.14400000000
282	103.9487	43.6640	2096	1967	-22.7000	-19.6000	-12.6000	-4.1000	3.7000	9.4000	11.7000	10.2000	3.7000	-4.6000	-13.7000	-20.2000	-9.5000	-6.0000	1.0000	9.8000	17.6000	22.7000	24.0000	22.4000	16.6000	8.7000	-0.9000	-7.6000	1	2	4	7	15	26	43	41	16	5	3	1	164	16	0	1	0	0	1	0	1	1	1	1	0	281	282	1	1	0	0	0	352.42800903320	335.00000000000	4	13	2.7344	47.0363	25.4268	44.2327	0.2478	73.61280000000
283	103.6921	43.6998	2172	2051	-22.8000	-19.8000	-12.9000	-4.6000	3.2000	9.1000	11.3000	9.7000	3.3000	-5.0000	-14.0000	-20.4000	-9.6000	-6.1000	0.7000	9.4000	17.1000	22.3000	23.6000	22.0000	16.2000	8.3000	-1.2000	-7.7000	1	2	4	8	15	27	44	43	17	5	3	1	170	12	0	4	0	0	5	0	2	2	2	1	0	282	283	1	1	0	0	0	387.35800170898	226.00000000000	2	7	2.1782	26.4640	26.5809	55.2614	-0.9601	44.74840000000
284	103.1424	43.8969	1770	1806	-21.6000	-18.7000	-11.4000	-2.8000	5.0000	10.9000	13.1000	11.5000	4.9000	-3.5000	-12.6000	-19.2000	-8.1000	-4.4000	2.8000	11.8000	19.6000	24.8000	25.9000	24.3000	18.5000	10.4000	0.4000	-6.3000	1	2	4	7	12	22	35	36	14	5	3	1	142	15	0	4	0	0	4	0	2	2	1	2	0	283	284	1	1	0	0	0	271.22601318359	268.00000000000	4	13	1.9561	337.2640	13.8069	351.5730	-0.2815	49.08480000000
285	103.0745	43.9158	1717	1644	-21.4000	-18.5000	-11.2000	-2.6000	5.3000	11.2000	13.3000	11.8000	5.1000	-3.3000	-12.4000	-19.1000	-7.8000	-4.1000	3.1000	12.1000	20.0000	25.1000	26.3000	24.6000	18.9000	10.7000	0.7000	-6.2000	1	2	4	6	12	21	34	35	13	5	3	1	137	16	0	1	0	0	1	0	1	1	1	0	0	284	285	1	1	0	0	0	225.35200500488	268.00000000000	1	7	1.8463	345.4460	17.9129	344.9320	-0.5998	38.86000000000
286	103.1372	43.3821	1891	1859	-21.3000	-18.4000	-11.3000	-2.8000	4.9000	10.8000	12.9000	11.4000	4.9000	-3.5000	-12.5000	-19.0000	-8.0000	-4.3000	2.7000	11.6000	19.3000	24.5000	25.8000	24.2000	18.3000	10.2000	0.4000	-6.2000	1	2	4	6	12	21	35	35	14	5	2	1	138	11	0	4	0	0	3	0	1	1	4	1	0	285	286	1	1	0	0	0	234.90100097656	197.00000000000	4	13	4.5247	189.0520	34.1346	185.0800	0.2706	36.07040000000
287	104.3800	43.4725	1691	1739	-21.6000	-18.0000	-10.4000	-1.9000	5.9000	11.4000	13.8000	12.3000	5.9000	-2.5000	-12.0000	-18.9000	-8.3000	-4.5000	3.3000	12.3000	20.1000	25.0000	26.4000	24.7000	18.9000	11.0000	0.9000	-6.2000	1	2	3	5	12	23	37	34	13	4	3	1	138	13	0	1	0	0	0	0	0	1	1	0	0	286	287	1	1	0	0	0	296.89801025391	212.00000000000	2	7	2.3282	32.3415	18.4072	39.1440	0.9921	41.54730000000
288	103.6928	43.9211	1501	1526	-21.3000	-18.2000	-10.4000	-1.6000	6.4000	12.3000	14.5000	12.9000	6.1000	-2.5000	-11.8000	-18.8000	-7.6000	-3.7000	4.0000	13.2000	21.3000	26.3000	27.5000	25.8000	20.0000	11.7000	1.4000	-5.8000	2	2	4	6	12	19	28	32	12	4	3	2	126	10	0	5	0	0	3	1	3	1	4	2	0	287	288	1	1	0	0	0	208.23500061035	405.00000000000	2	7	0.9092	7.0578	8.6411	9.0903	0.3283	78.92700000000
289	103.4200	43.3400	1678	1690	-20.9000	-17.7000	-10.3000	-1.7000	6.1000	11.8000	14.1000	12.5000	5.9000	-2.5000	-11.7000	-18.4000	-7.4000	-3.6000	3.8000	12.8000	20.6000	25.7000	27.1000	25.4000	19.5000	11.4000	1.3000	-5.6000	1	2	3	6	11	19	30	31	12	4	2	1	122	14	2	2	2	0	4	1	2	2	2	1	0	288	289	1	1	0	0	0	275.79998779297	269.00000000000	2	7	1.4157	169.5090	16.9545	163.7060	0.3365	51.44000000000
290	100.9017	43.6685	2194	2636	-21.5000	-19.5000	-13.1000	-5.0000	2.1000	8.4000	10.2000	8.8000	2.7000	-5.3000	-13.9000	-19.5000	-8.1000	-4.7000	1.1000	9.6000	16.7000	22.2000	23.1000	21.9000	16.3000	8.4000	-0.6000	-6.4000	1	2	2	4	7	20	45	39	15	4	2	0	141	8	1	1	1	0	3	0	2	1	1	1	0	289	290	1	1	0	0	0	160.17199707031	269.00000000000	2	5	13.2155	344.5520	64.2748	339.9140	0.5827	51.44000000000
291	103.1013	43.7172	2226	2350	-22.5000	-19.9000	-13.1000	-4.9000	2.9000	8.8000	10.9000	9.4000	3.0000	-5.2000	-14.1000	-20.3000	-9.3000	-6.0000	0.6000	9.2000	16.9000	22.1000	23.3000	21.8000	16.0000	8.1000	-1.3000	-7.6000	1	2	4	8	15	27	46	44	17	6	3	1	174	10	0	3	0	0	2	0	2	1	2	1	0	290	291	1	1	0	0	0	324.59899902344	197.00000000000	1	7	3.0513	42.2628	21.2848	52.5121	0.7802	38.86000000000
292	100.5700	43.3900	1703	1713	-20.2000	-17.8000	-10.9000	-2.8000	4.3000	10.5000	12.3000	10.9000	4.8000	-3.3000	-12.1000	-18.0000	-6.4000	-2.6000	3.8000	12.4000	19.6000	24.9000	25.9000	24.6000	19.1000	11.0000	1.5000	-4.8000	1	1	1	2	4	13	32	27	10	3	1	0	95	15	0	2	0	0	2	0	1	1	1	0	0	291	292	1	1	0	0	0	170.19299316406	240.00000000000	2	7	1.1788	2.9250	11.6174	0.4182	0.4061	31.69360000000
293	100.5700	43.3900	1703	1713	-20.2000	-17.8000	-10.9000	-2.8000	4.3000	10.5000	12.3000	10.9000	4.8000	-3.3000	-12.1000	-18.0000	-6.4000	-2.6000	3.8000	12.4000	19.6000	24.9000	25.9000	24.6000	19.1000	11.0000	1.5000	-4.8000	1	1	1	2	4	13	32	27	10	3	1	0	95	15	0	2	0	0	1	0	2	1	2	0	0	292	293	1	1	0	0	0	170.19299316406	146.00000000000	2	7	1.1788	2.9250	11.6174	0.4182	0.4061	24.50370000000
294	103.1510	43.8286	2012	2029	-22.1000	-19.3000	-12.3000	-3.9000	3.9000	9.8000	11.9000	10.4000	3.9000	-4.4000	-13.4000	-19.8000	-8.8000	-5.2000	1.6000	10.4000	18.1000	23.4000	24.6000	23.0000	17.2000	9.2000	-0.4000	-7.0000	1	2	4	7	14	25	41	40	15	5	3	1	158	14	0	1	0	0	0	0	1	1	1	0	0	293	294	1	1	0	0	0	316.80499267578	197.00000000000	1	7	3.2799	164.9820	29.3260	186.4420	-0.8857	38.86000000000
295	102.5147	43.7942	1961	1853	-21.5000	-18.9000	-12.0000	-3.7000	4.0000	10.0000	12.0000	10.5000	4.0000	-4.1000	-13.0000	-19.3000	-8.2000	-4.7000	2.0000	10.8000	18.5000	23.7000	24.8000	23.3000	17.6000	9.5000	-0.1000	-6.5000	1	2	3	6	11	23	41	38	15	5	2	1	148	14	0	1	0	0	2	0	3	1	1	1	0	294	295	1	1	0	0	0	185.98399353027	235.00000000000	2	7	6.6657	215.9140	54.9284	207.7530	0.3967	47.53800000000
296	102.5167	43.7987	1961	2010	-21.5000	-18.9000	-12.0000	-3.7000	4.0000	10.0000	12.0000	10.5000	4.0000	-4.1000	-13.0000	-19.3000	-8.2000	-4.7000	2.0000	10.8000	18.5000	23.7000	24.8000	23.3000	17.6000	9.5000	-0.1000	-6.5000	1	2	3	6	11	23	41	38	15	5	2	1	148	17	0	3	0	0	2	0	2	1	3	0	0	295	296	1	1	0	0	0	185.98399353027	235.00000000000	2	7	5.8236	197.6360	45.8920	228.8920	0.4298	47.53800000000
297	103.1010	43.7167	2226	2354	-22.5000	-19.9000	-13.1000	-4.9000	2.9000	8.8000	10.9000	9.4000	3.0000	-5.2000	-14.1000	-20.3000	-9.3000	-6.0000	0.6000	9.2000	16.9000	22.1000	23.3000	21.8000	16.0000	8.1000	-1.3000	-7.6000	1	2	4	8	15	27	46	44	17	6	3	1	174	15	1	6	0	1	2	0	0	1	3	2	0	296	297	1	1	0	0	0	324.59899902344	268.00000000000	2	7	3.8332	80.8540	31.7216	25.7564	0.5840	49.08480000000
298	104.0355	43.4170	2533	2434	-23.7000	-20.9000	-14.4000	-6.2000	1.5000	7.3000	9.6000	8.1000	1.8000	-6.2000	-15.3000	-21.4000	-10.9000	-7.7000	-1.1000	7.2000	14.8000	20.0000	21.5000	19.9000	14.2000	6.4000	-2.8000	-9.0000	1	2	5	9	17	31	53	49	20	6	3	1	197	12	0	4	0	0	1	0	0	1	2	2	0	297	298	1	1	0	0	0	469.42800903320	268.00000000000	1	7	4.5449	164.2330	27.6694	182.7890	0.5452	38.86000000000
299	100.4800	43.3700	1812	1767	-20.4000	-18.1000	-11.3000	-3.2000	3.9000	10.0000	11.8000	10.4000	4.4000	-3.8000	-12.4000	-18.3000	-6.7000	-2.9000	3.3000	11.9000	19.0000	24.3000	25.4000	24.1000	18.6000	10.5000	1.1000	-5.1000	1	1	1	3	4	13	33	28	11	3	1	0	99	28	2	5	1	1	3	0	1	1	3	3	0	298	299	1	1	0	0	0	164.18899536133	143.00000000000	4	13	1.6210	348.6900	16.0099	351.2770	-0.5492	35.55930000000
300	100.4700	43.3500	1812	1819	-20.4000	-18.1000	-11.3000	-3.2000	3.9000	10.0000	11.8000	10.4000	4.4000	-3.8000	-12.4000	-18.3000	-6.7000	-2.9000	3.3000	11.9000	19.0000	24.3000	25.4000	24.1000	18.6000	10.5000	1.1000	-5.1000	1	1	1	3	4	13	33	28	11	3	1	0	99	26	0	3	0	0	3	0	2	1	2	1	0	299	300	1	1	0	0	0	164.18899536133	107.00000000000	7	17	1.9350	350.2870	17.4574	346.7590	0.9260	21.84370000000
301	100.4700	43.3400	1812	1852	-20.4000	-18.1000	-11.3000	-3.2000	3.9000	10.0000	11.8000	10.4000	4.4000	-3.8000	-12.4000	-18.3000	-6.7000	-2.9000	3.3000	11.9000	19.0000	24.3000	25.4000	24.1000	18.6000	10.5000	1.1000	-5.1000	1	1	1	3	4	13	33	28	11	3	1	0	99	27	0	6	0	0	3	0	2	1	2	4	0	300	301	1	1	0	0	0	189.63400268555	173.00000000000	4	13	2.1119	352.9910	20.4595	351.6740	-0.1833	34.55100000000
302	104.0939	43.7464	1484	1470	-21.3000	-17.8000	-9.9000	-1.2000	6.7000	12.3000	14.7000	13.1000	6.5000	-2.1000	-11.5000	-18.6000	-7.6000	-3.7000	4.2000	13.4000	21.3000	26.3000	27.6000	25.9000	20.1000	11.9000	1.6000	-5.7000	1	2	3	5	11	20	31	31	12	4	3	1	124	7	0	4	0	0	0	0	2	1	2	3	0	301	302	1	1	0	0	0	261.94601440430	268.00000000000	2	7	0.7046	30.0049	7.2455	30.4998	-0.7932	49.08480000000
303	103.1348	43.3862	1891	1883	-21.3000	-18.4000	-11.3000	-2.8000	4.9000	10.8000	12.9000	11.4000	4.9000	-3.5000	-12.5000	-19.0000	-8.0000	-4.3000	2.7000	11.6000	19.3000	24.5000	25.8000	24.2000	18.3000	10.2000	0.4000	-6.2000	1	2	4	6	12	21	35	35	14	5	2	1	138	9	1	3	0	1	0	0	0	1	1	3	0	302	303	1	1	0	0	0	234.90100097656	184.00000000000	3	8	3.2625	180.6030	34.1346	185.0800	0.2706	41.85890000000
306	102.4500	43.3500	1453	1455	-19.9000	-17.0000	-9.4000	-0.8000	6.9000	12.8000	14.9000	13.3000	6.7000	-1.7000	-10.8000	-17.6000	-6.2000	-2.2000	5.2000	14.3000	22.1000	27.2000	28.4000	26.8000	21.0000	12.6000	2.5000	-4.6000	1	1	2	4	7	14	26	25	10	4	1	1	96	14	0	4	0	0	3	1	0	1	1	4	0	305	306	1	1	0	0	0	165.57800292969	268.00000000000	2	7	0.4740	315.0000	4.2132	33.3664	0.9288	49.08480000000
307	102.4600	43.3600	1449	1463	-19.9000	-16.9000	-9.4000	-0.8000	6.9000	12.8000	15.0000	13.3000	6.8000	-1.7000	-10.8000	-17.5000	-6.2000	-2.2000	5.2000	14.3000	22.1000	27.2000	28.5000	26.9000	21.0000	12.6000	2.4000	-4.6000	1	1	2	4	7	14	26	25	10	4	2	1	97	8	1	6	1	0	1	1	3	1	4	2	0	306	307	1	1	0	0	0	203.02499389648	235.00000000000	3	8	1.2141	3.6522	12.6410	10.4077	-0.8321	47.53800000000
