MASTER	LON_EX	LAT_EX	ALT_EX	alt_srtm	TMIN1	TMIN2	TMIN3	TMIN4	TMIN5	TMIN6	TMIN7	TMIN8	TMIN9	TMIN10	TMIN11	TMIN12	TMAX1	TMAX2	TMAX3	TMAX4	TMAX5	TMAX6	TMAX7	TMAX8	TMAX9	TMAX10	TMAX11	TMAX12	PREC1	PREC2	PREC3	PREC4	PREC5	PREC6	PREC7	PREC8	PREC9	PREC10	PREC11	PREC12	PRE_ALL	SPECIES	SHORTLIVED	PERENIAL	ANNUAL	BIENNIAL	HSCAP	HROS	GEOPHYTES	HCAESP	CHAMAEPHYT	NANOPHANOR	MAKROPHANE	OID_	MASTER_1	COUNT	ggs	ggb	gga	sg	MEAN	PRO	comm_coarse	Comm	slope	aspect	slope_srtm	aspect_srtm	sin_srtm	pro
1120	104.7879	41.6799	883	884	-17.2000	-13.6000	-5.5000	3.0000	10.8000	16.3000	19.1000	17.4000	10.7000	2.1000	-7.4000	-14.7000	-4.2000	0.3000	9.0000	18.2000	25.9000	30.8000	32.7000	30.7000	24.6000	16.2000	5.3000	-2.6000	0	0	1	3	5	9	19	18	6	4	1	0	66	3	0	0	0	0	0	0	0	0	0	1	0	1118	1120	1	0	0	0	1	95.59649658203	128.00000000000	8	15	0.8581	172.5190	9.5650	166.0880	0.4045	21.54670000000
1127	104.9088	41.7229	909	903	-17.3000	-13.8000	-5.7000	2.8000	10.6000	16.1000	18.9000	17.2000	10.6000	2.0000	-7.5000	-14.9000	-4.4000	0.0000	8.7000	17.9000	25.6000	30.5000	32.4000	30.4000	24.3000	16.0000	5.1000	-2.8000	0	0	1	3	5	9	19	18	6	4	1	0	66	1	0	1	0	0	0	0	0	0	0	2	0	1125	1127	1	0	0	0	1	107.08599853516	182.00000000000	7	16	0.5511	176.4240	4.8791	190.1250	0.9983	28.88100000000
1128	104.9101	41.7207	909	898	-17.3000	-13.8000	-5.7000	2.8000	10.6000	16.1000	18.9000	17.2000	10.6000	2.0000	-7.5000	-14.9000	-4.4000	0.0000	8.7000	17.9000	25.6000	30.5000	32.4000	30.4000	24.3000	16.0000	5.1000	-2.8000	0	0	1	3	5	9	19	18	6	4	1	0	66	3	0	2	0	0	0	0	0	0	0	3	0	1126	1128	1	0	0	0	1	107.08599853516	182.00000000000	7	16	0.5511	176.4240	4.8791	190.1250	0.9983	28.88100000000
1130	104.8860	41.8563	1032	1037	-17.7000	-14.3000	-6.3000	2.2000	10.0000	15.4000	18.2000	16.6000	10.0000	1.4000	-8.0000	-15.3000	-4.9000	-0.5000	7.9000	17.1000	24.8000	29.7000	31.5000	29.6000	23.5000	15.3000	4.5000	-3.3000	0	0	1	3	5	10	21	20	7	4	1	0	72	9	0	2	0	0	0	0	0	0	0	3	0	1128	1130	1	0	0	0	1	93.04989624023	165.00000000000	3	8	0.8314	172.8750	8.9040	163.3010	-0.0618	31.82540000000
1131	104.8852	41.8564	1032	1036	-17.7000	-14.3000	-6.3000	2.2000	10.0000	15.4000	18.2000	16.6000	10.0000	1.4000	-8.0000	-15.3000	-4.9000	-0.5000	7.9000	17.1000	24.8000	29.7000	31.5000	29.6000	23.5000	15.3000	4.5000	-3.3000	0	0	1	3	5	10	21	20	7	4	1	0	72	2	0	2	0	0	0	0	0	0	0	3	0	1129	1131	1	0	0	0	1	93.04989624023	82.00000000000	6	11	0.8314	172.8750	8.9040	163.3010	-0.0618	15.64620000000
1133	104.9146	42.0355	1233	1224	-18.5000	-15.1000	-7.4000	1.1000	8.9000	14.4000	17.1000	15.5000	9.0000	0.5000	-9.0000	-16.1000	-5.8000	-1.5000	6.6000	15.8000	23.4000	28.4000	30.2000	28.3000	22.2000	14.1000	3.4000	-4.1000	0	0	2	4	6	12	24	22	8	4	1	0	83	11	0	2	0	0	0	0	0	0	0	2	0	1131	1133	1	0	0	0	1	147.31100463867	91.00000000000	5	11	0.6649	116.8960	6.0821	89.1931	0.9420	16.41410000000
1134	104.9151	42.0351	1233	1224	-18.5000	-15.1000	-7.4000	1.1000	8.9000	14.4000	17.1000	15.5000	9.0000	0.5000	-9.0000	-16.1000	-5.8000	-1.5000	6.6000	15.8000	23.4000	28.4000	30.2000	28.3000	22.2000	14.1000	3.4000	-4.1000	0	0	2	4	6	12	24	22	8	4	1	0	83	9	0	1	0	0	0	0	0	0	0	2	0	1132	1134	1	0	0	0	1	147.31100463867	91.00000000000	5	11	0.6649	116.8960	6.0821	89.1931	0.9420	16.41410000000
1135	104.9344	42.2244	1368	1361	-19.1000	-15.7000	-8.1000	0.3000	8.1000	13.6000	16.3000	14.7000	8.2000	-0.1000	-9.6000	-16.7000	-6.5000	-2.3000	5.7000	14.8000	22.5000	27.4000	29.2000	27.4000	21.3000	13.2000	2.7000	-4.7000	1	1	2	4	7	14	26	24	9	4	2	1	95	9	0	3	0	0	0	0	0	0	0	4	0	1133	1135	1	0	0	0	1	144.58399963379	86.00000000000	5	9	0.4734	93.1221	9.5075	143.7460	-0.6942	17.97410000000
1136	104.9324	42.2235	1368	1362	-19.1000	-15.7000	-8.1000	0.3000	8.1000	13.6000	16.3000	14.7000	8.2000	-0.1000	-9.6000	-16.7000	-6.5000	-2.3000	5.7000	14.8000	22.5000	27.4000	29.2000	27.4000	21.3000	13.2000	2.7000	-4.7000	1	1	2	4	7	14	26	24	9	4	2	1	95	9	0	2	0	0	0	0	0	0	0	2	0	1134	1136	1	0	0	0	1	144.58399963379	427.00000000000	4	13	0.4628	121.3290	2.7732	106.1890	-0.5852	80.64990000000
1137	104.9314	42.2258	1368	1366	-19.1000	-15.7000	-8.1000	0.3000	8.1000	13.6000	16.3000	14.7000	8.2000	-0.1000	-9.6000	-16.7000	-6.5000	-2.3000	5.7000	14.8000	22.5000	27.4000	29.2000	27.4000	21.3000	13.2000	2.7000	-4.7000	1	1	2	4	7	14	26	24	9	4	2	1	95	10	0	2	0	0	0	0	0	0	0	3	0	1135	1137	1	0	0	0	1	144.58399963379	82.00000000000	6	11	0.9471	143.8580	9.0947	149.5890	-0.9347	15.64620000000
1139	104.9792	42.2234	1326	1314	-19.0000	-15.6000	-8.0000	0.5000	8.3000	13.8000	16.5000	14.9000	8.4000	0.0000	-9.5000	-16.6000	-6.4000	-2.2000	5.9000	15.0000	22.7000	27.6000	29.4000	27.6000	21.5000	13.4000	2.8000	-4.6000	1	1	2	4	7	13	26	24	9	4	2	1	94	6	0	2	0	0	0	0	0	0	0	3	0	1137	1139	1	0	0	0	1	136.81399536133	128.00000000000	8	15	0.6810	79.8245	7.7829	70.7693	0.9965	21.54670000000
1140	105.0822	42.2304	1257	1241	-18.8000	-15.3000	-7.7000	0.8000	8.5000	14.0000	16.8000	15.2000	8.7000	0.3000	-9.2000	-16.4000	-6.2000	-1.9000	6.2000	15.4000	23.0000	28.0000	29.8000	27.9000	21.9000	13.7000	3.1000	-4.4000	1	1	2	4	6	13	25	23	9	4	2	1	91	8	0	1	0	0	0	0	0	0	0	2	0	1138	1140	1	0	0	0	1	155.10000610352	75.00000000000	5	9	0.4148	103.1730	4.1765	99.4623	-0.8766	17.97410000000
1141	105.0827	42.2299	1257	1239	-18.8000	-15.3000	-7.7000	0.8000	8.5000	14.0000	16.8000	15.2000	8.7000	0.3000	-9.2000	-16.4000	-6.2000	-1.9000	6.2000	15.4000	23.0000	28.0000	29.8000	27.9000	21.9000	13.7000	3.1000	-4.4000	1	1	2	4	6	13	25	23	9	4	2	1	91	6	0	2	0	0	0	0	0	0	0	2	0	1139	1141	1	0	0	0	1	155.10000610352	109.00000000000	5	9	0.4148	103.1730	4.1765	99.4623	-0.8766	22.28500000000
1142	105.1523	42.2614	1182	1186	-18.6000	-15.1000	-7.4000	1.1000	8.9000	14.4000	17.2000	15.5000	9.1000	0.6000	-9.0000	-16.2000	-6.0000	-1.7000	6.5000	15.7000	23.5000	28.4000	30.2000	28.2000	22.3000	14.0000	3.3000	-4.3000	1	1	2	4	6	12	24	22	8	4	2	1	87	3	0	4	0	0	0	0	0	0	0	5	0	1140	1142	1	0	0	0	1	155.10000610352	94.00000000000	6	11	0.3691	27.7585	3.7404	31.8660	0.4350	17.77330000000
1143	105.1519	42.2622	1182	1187	-18.6000	-15.1000	-7.4000	1.1000	8.9000	14.4000	17.2000	15.5000	9.1000	0.6000	-9.0000	-16.2000	-6.0000	-1.7000	6.5000	15.7000	23.5000	28.4000	30.2000	28.2000	22.3000	14.0000	3.3000	-4.3000	1	1	2	4	6	12	24	22	8	4	2	1	87	6	0	1	0	0	0	0	0	0	0	2	0	1141	1143	1	0	0	0	1	155.10000610352	128.00000000000	8	15	0.3691	27.7585	3.7404	31.8660	0.4350	21.54670000000
1144	105.1956	42.2854	1167	1158	-18.6000	-15.2000	-7.3000	1.2000	8.9000	14.4000	17.2000	15.6000	9.1000	0.6000	-8.9000	-16.2000	-6.0000	-1.7000	6.6000	15.8000	23.5000	28.4000	30.3000	28.3000	22.3000	14.1000	3.4000	-4.2000	1	1	2	4	6	12	24	22	8	4	2	1	87	4	0	2	0	0	0	0	0	0	0	4	0	1142	1144	1	0	0	0	1	100.94799804688	182.00000000000	7	17	0.2835	14.0362	2.8673	8.6157	0.7237	28.88100000000
1145	105.1958	42.2867	1167	1158	-18.6000	-15.2000	-7.3000	1.2000	8.9000	14.4000	17.2000	15.6000	9.1000	0.6000	-8.9000	-16.2000	-6.0000	-1.7000	6.6000	15.8000	23.5000	28.4000	30.3000	28.3000	22.3000	14.1000	3.4000	-4.2000	1	1	2	4	6	12	24	22	8	4	2	1	87	5	0	1	0	0	0	0	0	0	0	1	0	1143	1145	1	0	0	0	1	100.94799804688	182.00000000000	7	17	0.2835	14.0362	2.8673	8.6157	0.7237	28.88100000000
1146	105.1941	42.3077	1148	1148	-18.5000	-15.1000	-7.3000	1.2000	9.0000	14.5000	17.2000	15.7000	9.1000	0.7000	-8.9000	-16.1000	-5.9000	-1.6000	6.6000	15.9000	23.6000	28.5000	30.3000	28.4000	22.4000	14.2000	3.4000	-4.2000	1	1	2	4	6	12	24	22	8	4	2	1	87	2	0	2	0	0	0	0	0	0	0	3	0	1144	1146	1	0	0	0	1	100.94799804688	125.00000000000	7	16	0.2422	27.4744	2.4605	24.7751	-0.3501	34.64250000000
1147	105.1962	42.3067	1148	1149	-18.5000	-15.1000	-7.3000	1.2000	9.0000	14.5000	17.2000	15.7000	9.1000	0.7000	-8.9000	-16.1000	-5.9000	-1.6000	6.6000	15.9000	23.6000	28.5000	30.3000	28.4000	22.4000	14.2000	3.4000	-4.2000	1	1	2	4	6	12	24	22	8	4	2	1	87	3	0	1	0	0	2	0	0	0	1	2	0	1145	1147	1	0	0	0	1	100.94799804688	125.00000000000	7	16	0.2422	27.4744	2.6648	20.7723	0.9387	35.46390000000
1148	105.2269	42.4630	1135	1119	-18.7000	-15.3000	-7.5000	1.2000	8.9000	14.4000	17.2000	15.6000	9.1000	0.6000	-9.0000	-16.3000	-6.1000	-1.8000	6.5000	15.8000	23.6000	28.5000	30.3000	28.3000	22.3000	14.1000	3.3000	-4.3000	1	1	2	3	6	12	24	22	8	4	2	1	86	4	0	1	0	0	0	0	0	0	0	2	0	1146	1148	1	0	0	0	1	136.76400756836	128.00000000000	8	15	0.3337	168.1110	2.5051	174.0940	-0.9653	21.54670000000
1149	105.2253	42.4625	1135	1119	-18.7000	-15.3000	-7.5000	1.2000	8.9000	14.4000	17.2000	15.6000	9.1000	0.6000	-9.0000	-16.3000	-6.1000	-1.8000	6.5000	15.8000	23.6000	28.5000	30.3000	28.3000	22.3000	14.1000	3.3000	-4.3000	1	1	2	3	6	12	24	22	8	4	2	1	86	2	0	2	0	0	1	0	0	0	0	2	0	1147	1149	1	0	0	0	1	136.76400756836	102.00000000000	8	15	0.3337	168.1110	2.5051	174.0940	-0.9653	21.34020000000
1150	105.1699	42.6456	1332	1319	-19.5000	-16.1000	-8.5000	0.1000	7.9000	13.4000	16.1000	14.6000	8.1000	-0.3000	-9.9000	-17.1000	-6.9000	-2.8000	5.4000	14.5000	22.3000	27.2000	29.0000	27.1000	21.1000	13.0000	2.3000	-5.1000	1	1	2	4	7	14	28	25	10	4	2	1	99	7	1	0	0	1	0	0	0	0	1	1	0	1148	1150	1	0	0	0	1	148.83099365234	159.00000000000	3	8	1.1022	190.7840	10.3142	193.3490	-0.9901	31.35060000000
1151	105.1706	42.6454	1332	1318	-19.5000	-16.1000	-8.5000	0.1000	7.9000	13.4000	16.1000	14.6000	8.1000	-0.3000	-9.9000	-17.1000	-6.9000	-2.8000	5.4000	14.5000	22.3000	27.2000	29.0000	27.1000	21.1000	13.0000	2.3000	-5.1000	1	1	2	4	7	14	28	25	10	4	2	1	99	8	0	0	0	0	0	0	0	0	0	1	0	1149	1151	1	0	0	0	1	148.83099365234	109.00000000000	5	9	1.1022	190.7840	10.3142	193.3490	-0.9901	19.95370000000
1153	105.1700	42.6939	1448	1461	-19.9000	-16.5000	-9.0000	-0.4000	7.2000	12.8000	15.5000	14.0000	7.5000	-0.8000	-10.5000	-17.5000	-7.4000	-3.3000	4.7000	13.8000	21.6000	26.5000	28.2000	26.4000	20.4000	12.3000	1.8000	-5.6000	1	1	2	4	8	16	30	27	10	4	2	1	106	13	2	3	1	1	1	0	0	1	1	4	0	1151	1153	1	0	0	0	1	148.83099365234	116.00000000000	5	10	1.0742	203.0780	11.5273	212.9890	-0.5966	19.95370000000
1154	105.1824	42.7160	1488	1505	-20.1000	-16.7000	-9.2000	-0.6000	7.0000	12.6000	15.3000	13.7000	7.3000	-1.0000	-10.7000	-17.6000	-7.6000	-3.5000	4.5000	13.5000	21.3000	26.2000	27.9000	26.1000	20.1000	12.1000	1.6000	-5.7000	1	1	2	4	8	16	30	27	11	4	2	1	107	7	1	2	1	0	1	0	0	1	0	1	0	1152	1154	1	0	0	0	1	155.56599426270	116.00000000000	5	9	1.0690	175.3890	3.1535	150.6420	-0.1538	20.78640000000
1155	105.3258	42.6893	1550	1510	-20.2000	-16.9000	-9.5000	-1.0000	6.7000	12.3000	15.0000	13.4000	7.0000	-1.2000	-10.8000	-17.8000	-7.8000	-3.8000	4.0000	13.1000	20.8000	25.7000	27.5000	25.7000	19.7000	11.7000	1.2000	-6.0000	1	1	2	5	8	16	31	28	11	4	2	1	110	6	0	2	0	0	0	0	0	0	1	4	0	1153	1155	1	0	0	0	1	177.80000305176	117.00000000000	5	9	2.3525	6.7098	21.9467	21.4052	0.5530	23.68070000000
1156	105.3273	42.6849	1550	1561	-20.2000	-16.9000	-9.5000	-1.0000	6.7000	12.3000	15.0000	13.4000	7.0000	-1.2000	-10.8000	-17.8000	-7.8000	-3.8000	4.0000	13.1000	20.8000	25.7000	27.5000	25.7000	19.7000	11.7000	1.2000	-6.0000	1	1	2	5	8	16	31	28	11	4	2	1	110	9	0	1	0	0	0	0	0	1	0	2	0	1154	1156	1	0	0	0	1	177.80000305176	159.00000000000	3	8	2.3525	6.7098	21.9467	21.4052	0.5530	31.96350000000
1157	105.3282	42.6848	1550	1569	-20.2000	-16.9000	-9.5000	-1.0000	6.7000	12.3000	15.0000	13.4000	7.0000	-1.2000	-10.8000	-17.8000	-7.8000	-3.8000	4.0000	13.1000	20.8000	25.7000	27.5000	25.7000	19.7000	11.7000	1.2000	-6.0000	1	1	2	5	8	16	31	28	11	4	2	1	110	15	0	2	0	0	0	0	0	1	0	2	0	1155	1157	1	0	0	0	1	177.80000305176	154.00000000000	5	9	2.3525	6.7098	21.9467	21.4052	0.5530	29.77330000000
1158	105.3279	42.6825	1550	1562	-20.2000	-16.9000	-9.5000	-1.0000	6.7000	12.3000	15.0000	13.4000	7.0000	-1.2000	-10.8000	-17.8000	-7.8000	-3.8000	4.0000	13.1000	20.8000	25.7000	27.5000	25.7000	19.7000	11.7000	1.2000	-6.0000	1	1	2	5	8	16	31	28	11	4	2	1	110	10	0	3	0	0	0	0	0	1	1	2	0	1156	1158	1	0	0	0	1	177.80000305176	139.00000000000	5	9	0.6635	16.5571	21.9467	21.4052	0.5530	25.99220000000
1160	105.3311	42.6657	1458	1524	-19.9000	-16.6000	-9.0000	-0.5000	7.2000	12.7000	15.5000	13.9000	7.5000	-0.8000	-10.5000	-17.4000	-7.5000	-3.4000	4.6000	13.6000	21.4000	26.3000	28.1000	26.3000	20.3000	12.2000	1.7000	-5.6000	1	1	2	4	8	15	30	27	10	4	2	1	105	13	0	4	0	0	0	0	0	1	1	3	0	1158	1160	1	0	0	0	1	177.80000305176	128.00000000000	5	9	0.9736	200.6740	10.0766	175.1560	-0.6984	24.66020000000
1162	105.3425	42.6492	1503	1471	-20.0000	-16.7000	-9.3000	-0.7000	6.9000	12.5000	15.2000	13.7000	7.3000	-1.0000	-10.6000	-17.6000	-7.6000	-3.6000	4.3000	13.3000	21.1000	26.0000	27.8000	25.9000	20.0000	11.9000	1.4000	-5.8000	1	1	2	5	8	16	31	27	11	4	2	1	109	10	0	2	0	0	2	0	0	1	0	3	0	1160	1162	1	0	0	0	1	149.81399536133	128.00000000000	5	9	3.8537	202.7970	25.0569	215.0670	0.9913	21.31560000000
1163	105.3433	42.6488	1503	1478	-20.0000	-16.7000	-9.3000	-0.7000	6.9000	12.5000	15.2000	13.7000	7.3000	-1.0000	-10.6000	-17.6000	-7.6000	-3.6000	4.3000	13.3000	21.1000	26.0000	27.8000	25.9000	20.0000	11.9000	1.4000	-5.8000	1	1	2	5	8	16	31	27	11	4	2	1	109	6	0	3	0	0	1	0	0	1	0	3	0	1161	1163	1	0	0	0	1	149.81399536133	126.00000000000	5	9	3.8537	202.7970	41.8367	213.2370	-0.3814	28.76760000000
1164	105.3435	42.6427	1503	1439	-20.0000	-16.7000	-9.3000	-0.7000	6.9000	12.5000	15.2000	13.7000	7.3000	-1.0000	-10.6000	-17.6000	-7.6000	-3.6000	4.3000	13.3000	21.1000	26.0000	27.8000	25.9000	20.0000	11.9000	1.4000	-5.8000	1	1	2	5	8	16	31	27	11	4	2	1	109	10	0	2	0	0	2	0	1	1	1	3	0	1162	1164	1	0	0	0	1	149.81399536133	119.00000000000	5	9	3.8537	202.7970	41.8367	213.2370	-0.3814	20.97030000000
1165	105.3451	42.6423	1503	1447	-20.0000	-16.7000	-9.3000	-0.7000	6.9000	12.5000	15.2000	13.7000	7.3000	-1.0000	-10.6000	-17.6000	-7.6000	-3.6000	4.3000	13.3000	21.1000	26.0000	27.8000	25.9000	20.0000	11.9000	1.4000	-5.8000	1	1	2	5	8	16	31	27	11	4	2	1	109	4	2	3	1	1	3	0	1	1	2	3	0	1163	1165	1	0	0	0	1	149.81399536133	129.00000000000	5	9	3.8537	202.7970	41.8367	213.2370	-0.3814	28.12130000000
1166	105.3447	42.6297	1503	1404	-20.0000	-16.7000	-9.3000	-0.7000	6.9000	12.5000	15.2000	13.7000	7.3000	-1.0000	-10.6000	-17.6000	-7.6000	-3.6000	4.3000	13.3000	21.1000	26.0000	27.8000	25.9000	20.0000	11.9000	1.4000	-5.8000	1	1	2	5	8	16	31	27	11	4	2	1	109	6	1	4	1	0	0	0	1	1	1	3	0	1164	1166	1	0	0	0	1	149.81399536133	153.00000000000	5	9	1.6905	199.9080	15.4432	197.0570	0.7600	28.88380000000
1167	105.3460	42.6287	1503	1403	-20.0000	-16.7000	-9.3000	-0.7000	6.9000	12.5000	15.2000	13.7000	7.3000	-1.0000	-10.6000	-17.6000	-7.6000	-3.6000	4.3000	13.3000	21.1000	26.0000	27.8000	25.9000	20.0000	11.9000	1.4000	-5.8000	1	1	2	5	8	16	31	27	11	4	2	1	109	8	0	3	0	0	2	0	4	2	0	0	0	1165	1167	1	0	0	0	1	149.81399536133	129.00000000000	5	9	1.6905	199.9080	15.4432	197.0570	0.7600	23.99140000000
1168	105.3397	42.5793	1278	1298	-19.3000	-15.9000	-8.2000	0.3000	8.1000	13.6000	16.4000	14.8000	8.4000	0.0000	-9.7000	-16.8000	-6.8000	-2.6000	5.6000	14.8000	22.6000	27.5000	29.3000	27.3000	21.4000	13.2000	2.5000	-5.0000	1	1	2	4	7	14	27	24	9	4	2	1	96	7	0	1	0	0	0	0	0	1	0	1	0	1166	1168	1	0	0	0	1	180.68600463867	272.00000000000	5	9	0.8972	196.6990	9.1222	195.7250	0.8112	51.92960000000
1169	105.3306	42.5657	1256	1273	-19.2000	-15.8000	-8.1000	0.4000	8.2000	13.8000	16.5000	15.0000	8.5000	0.0000	-9.6000	-16.8000	-6.7000	-2.5000	5.8000	14.9000	22.7000	27.6000	29.4000	27.5000	21.5000	13.4000	2.6000	-4.9000	1	1	2	4	7	13	26	24	9	4	2	1	94	5	0	1	0	0	2	1	1	1	0	0	0	1167	1169	1	0	0	0	1	181.90600585938	165.00000000000	4	13	1.0273	199.0410	10.2530	193.9210	-0.7564	38.32380000000
1170	105.3210	42.5480	1256	1238	-19.2000	-15.8000	-8.1000	0.4000	8.2000	13.8000	16.5000	15.0000	8.5000	0.0000	-9.6000	-16.8000	-6.7000	-2.5000	5.8000	14.9000	22.7000	27.6000	29.4000	27.5000	21.5000	13.4000	2.6000	-4.9000	1	1	2	4	7	13	26	24	9	4	2	1	94	7	0	4	0	0	1	1	0	0	1	4	0	1168	1170	1	0	0	0	1	150.07600402832	113.00000000000	5	10	0.8429	200.2830	8.0746	203.0390	0.9186	21.98320000000
1171	105.3317	42.5018	1201	1190	-19.0000	-15.5000	-7.8000	0.8000	8.5000	14.1000	16.8000	15.3000	8.7000	0.3000	-9.3000	-16.5000	-6.5000	-2.2000	6.1000	15.3000	23.1000	28.0000	29.8000	27.9000	21.9000	13.7000	2.9000	-4.7000	1	1	2	4	6	13	25	23	9	4	2	1	91	3	1	1	1	0	0	0	1	0	0	1	0	1169	1171	1	0	0	0	1	150.07600402832	99.00000000000	5	9	0.6074	205.1150	5.9843	203.6290	0.5434	21.98320000000
1172	105.3845	42.4557	1175	1177	-18.8000	-15.4000	-7.6000	0.9000	8.7000	14.2000	17.0000	15.4000	8.9000	0.5000	-9.2000	-16.3000	-6.3000	-2.0000	6.3000	15.5000	23.3000	28.1000	30.0000	28.0000	22.0000	13.8000	3.0000	-4.5000	1	1	2	4	6	12	25	23	9	4	2	1	90	4	1	3	1	0	0	0	0	0	0	2	2	1170	1172	1	0	0	0	1	159.21899414063	99.00000000000	5	9	0.5128	219.5600	5.2154	223.6680	-0.5769	21.98320000000
1173	105.4082	42.4140	1158	1176	-18.7000	-15.3000	-7.5000	1.0000	8.8000	14.3000	17.1000	15.6000	9.0000	0.6000	-9.1000	-16.3000	-6.2000	-1.9000	6.4000	15.6000	23.4000	28.3000	30.1000	28.2000	22.2000	14.0000	3.1000	-4.4000	1	1	2	4	6	12	25	23	9	4	2	1	90	4	0	2	0	0	0	0	0	0	1	2	0	1171	1173	1	0	0	0	1	138.98500061035	125.00000000000	7	16	0.4556	234.2110	5.0254	233.3260	0.7501	26.02310000000
1174	105.4089	42.3605	1134	1145	-18.6000	-15.1000	-7.3000	1.2000	8.9000	14.5000	17.3000	15.7000	9.2000	0.7000	-8.9000	-16.1000	-6.1000	-1.7000	6.6000	15.8000	23.6000	28.5000	30.3000	28.3000	22.3000	14.1000	3.3000	-4.3000	1	1	2	4	6	12	24	22	8	4	2	1	87	4	0	2	0	0	0	0	0	0	1	2	0	1172	1174	1	0	0	0	1	129.56199645996	129.00000000000	7	16	0.5110	222.2740	4.6359	218.9910	-0.7959	26.02310000000
1175	105.4075	42.3599	1134	1146	-18.6000	-15.1000	-7.3000	1.2000	8.9000	14.5000	17.3000	15.7000	9.2000	0.7000	-8.9000	-16.1000	-6.1000	-1.7000	6.6000	15.8000	23.6000	28.5000	30.3000	28.3000	22.3000	14.1000	3.3000	-4.3000	1	1	2	4	6	12	24	22	8	4	2	1	87	3	0	3	0	0	0	0	0	0	2	2	0	1173	1175	1	0	0	0	1	127.69999694824	82.00000000000	6	14	0.4989	222.2070	5.0948	226.3640	0.1685	17.77330000000
1176	105.4475	42.3246	1124	1140	-18.5000	-15.0000	-7.3000	1.3000	9.0000	14.5000	17.3000	15.8000	9.2000	0.8000	-8.8000	-16.0000	-6.0000	-1.7000	6.6000	15.9000	23.6000	28.5000	30.3000	28.4000	22.4000	14.2000	3.3000	-4.2000	1	1	2	4	6	12	24	22	8	4	2	1	87	3	1	1	1	0	0	0	1	0	0	0	0	1174	1176	1	0	0	0	1	137.25300598145	122.00000000000	7	17	0.5196	214.2160	8.5886	207.8380	0.4732	28.61380000000
1177	105.5801	42.2248	1085	1073	-18.3000	-14.8000	-7.1000	1.5000	9.1000	14.7000	17.5000	16.0000	9.4000	1.0000	-8.6000	-15.9000	-5.9000	-1.5000	6.8000	16.1000	23.8000	28.7000	30.6000	28.6000	22.6000	14.4000	3.5000	-4.1000	1	1	2	3	5	11	24	22	8	4	2	1	84	3	0	2	0	0	0	0	1	1	1	1	0	1175	1177	1	0	0	0	1	162.58500671387	128.00000000000	7	17	0.1719	126.8700	5.0602	180.9710	-0.9462	27.30420000000
1178	105.5815	42.2247	1085	1074	-18.3000	-14.8000	-7.1000	1.5000	9.1000	14.7000	17.5000	16.0000	9.4000	1.0000	-8.6000	-15.9000	-5.9000	-1.5000	6.8000	16.1000	23.8000	28.7000	30.6000	28.6000	22.6000	14.4000	3.5000	-4.1000	1	1	2	3	5	11	24	22	8	4	2	1	84	3	0	2	0	0	0	2	1	1	1	1	0	1176	1178	1	0	0	0	1	162.58500671387	172.00000000000	7	17	0.1719	126.8700	5.0602	180.9710	-0.9462	26.25780000000
1179	105.5987	42.2245	1077	1071	-18.2000	-14.8000	-7.0000	1.5000	9.2000	14.7000	17.6000	16.0000	9.5000	1.0000	-8.5000	-15.8000	-5.8000	-1.5000	6.9000	16.1000	23.8000	28.7000	30.6000	28.6000	22.6000	14.4000	3.6000	-4.1000	1	1	2	3	5	11	24	22	8	4	2	1	84	2	1	4	1	0	4	3	1	1	0	0	0	1177	1179	1	0	0	0	1	162.58500671387	102.00000000000	8	15	0.3648	164.9820	6.2799	174.5230	-0.9865	21.34020000000
1180	105.5990	42.2238	1077	1071	-18.2000	-14.8000	-7.0000	1.5000	9.2000	14.7000	17.6000	16.0000	9.5000	1.0000	-8.5000	-15.8000	-5.8000	-1.5000	6.9000	16.1000	23.8000	28.7000	30.6000	28.6000	22.6000	14.4000	3.6000	-4.1000	1	1	2	3	5	11	24	22	8	4	2	1	84	3	0	1	0	0	0	1	0	0	0	1	0	1178	1180	1	0	0	0	1	162.58500671387	172.00000000000	7	16	0.3648	164.9820	2.8337	165.9640	0.5145	24.76550000000
1181	105.6246	42.2114	1077	1059	-18.2000	-14.8000	-7.0000	1.5000	9.2000	14.7000	17.6000	16.0000	9.5000	1.0000	-8.5000	-15.8000	-5.8000	-1.5000	6.9000	16.1000	23.8000	28.7000	30.6000	28.6000	22.6000	14.4000	3.6000	-4.1000	1	1	2	3	5	11	24	22	8	4	2	1	84	2	0	2	0	0	0	0	1	0	1	1	0	1179	1181	1	0	0	0	1	123.83499908447	132.00000000000	7	16	0.2461	155.2250	2.3968	165.4660	0.8616	27.91310000000
1182	105.6252	42.2122	1074	1058	-18.2000	-14.8000	-7.0000	1.5000	9.2000	14.7000	17.6000	16.0000	9.5000	1.0000	-8.5000	-15.8000	-5.9000	-1.5000	6.8000	16.1000	23.8000	28.7000	30.6000	28.6000	22.6000	14.3000	3.5000	-4.1000	1	1	2	3	5	11	24	22	8	4	2	1	84	4	0	1	0	0	0	1	1	0	0	0	0	1180	1182	1	0	0	0	1	123.83499908447	156.00000000000	7	17	0.3099	183.1800	3.3350	191.8890	-0.2492	30.63760000000
